,Unnamed: 0,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color
12908,130038,8990,2009.0,subaru,outback,good,4 cylinders,gas,152000.0,clean,automatic,4wd,full-size,wagon,grey
12912,130064,8990,2009.0,subaru,forester,good,4 cylinders,gas,152000.0,clean,automatic,4wd,full-size,wagon,silver
12915,130069,4100,2008.0,toyota,corolla,good,4 cylinders,gas,168545.0,clean,automatic,fwd,compact,sedan,blue
12916,130078,7989,2009.0,honda,cr-v,good,4 cylinders,gas,141005.0,clean,automatic,4wd,full-size,SUV,black
12923,130096,2950,2006.0,hyundai,elantra,good,4 cylinders,gas,102238.0,clean,automatic,fwd,compact,sedan,blue
12925,130099,14900,2015.0,mazda,3,excellent,4 cylinders,gas,36600.0,clean,automatic,fwd,full-size,hatchback,red
12927,130103,9995,2014.0,chevrolet,cruze,excellent,4 cylinders,gas,95000.0,clean,automatic,fwd,full-size,sedan,green
12929,130115,13885,2015.0,chevrolet,equinox,excellent,4 cylinders,gas,26574.0,rebuilt,automatic,4wd,compact,SUV,white
12930,130120,14900,2017.0,subaru,legacy,excellent,4 cylinders,gas,94000.0,clean,automatic,4wd,mid-size,sedan,white
12933,130128,4199,2006.0,ford,fusion se,good,4 cylinders,gas,128600.0,clean,automatic,fwd,mid-size,sedan,red
12934,130137,6499,2008.0,volkswagen,passat,excellent,4 cylinders,gas,112800.0,clean,automatic,fwd,mid-size,sedan,grey
12936,130140,13999,2009.0,ram,1500,good,8 cylinders,gas,154000.0,clean,automatic,4wd,full-size,truck,silver
12947,130184,7899,2012.0,chevrolet,malibu,good,4 cylinders,gas,99900.0,clean,automatic,fwd,mid-size,sedan,silver
12949,130211,11200,2010.0,honda,odyssey,good,6 cylinders,gas,113323.0,clean,automatic,fwd,full-size,mini-van,red
12950,130215,7995,2014.0,kia,soul,excellent,4 cylinders,gas,96123.0,clean,automatic,fwd,mid-size,SUV,silver
12955,130232,10988,2015.0,nissan,altima 2.5 s,excellent,4 cylinders,gas,48426.0,clean,automatic,fwd,mid-size,sedan,grey
12957,130237,8495,2013.0,toyota,corolla,excellent,4 cylinders,gas,90123.0,clean,automatic,fwd,full-size,sedan,white
12959,130275,6295,2012.0,nissan,sentra,excellent,4 cylinders,gas,116123.0,clean,automatic,fwd,full-size,sedan,grey
12964,130295,32997,2017.0,gmc,sierra 1500,excellent,8 cylinders,gas,20346.0,rebuilt,automatic,4wd,full-size,pickup,silver
12969,130332,19900,2020.0,volkswagen,passat,excellent,4 cylinders,gas,7200.0,clean,automatic,fwd,full-size,sedan,white
12971,130353,29900,2015.0,chevrolet,silverado 2500hd,excellent,8 cylinders,gas,51027.0,clean,automatic,4wd,full-size,truck,white
12973,130375,0,2014.0,chevrolet,impala lt,excellent,6 cylinders,gas,92759.0,clean,automatic,fwd,full-size,sedan,black
12975,130394,0,2016.0,ford,f-150,good,8 cylinders,gas,28299.0,clean,automatic,4wd,full-size,truck,white
12978,130401,4500,2007.0,hyundai,santa fe,good,6 cylinders,gas,158000.0,clean,automatic,fwd,mid-size,SUV,white
12980,130410,26900,2011.0,dodge,grand caravan,excellent,6 cylinders,gas,39533.0,clean,automatic,fwd,mid-size,mini-van,orange
12982,130456,7800,2010.0,volkswagen,jetta,excellent,5 cylinders,gas,44514.0,clean,automatic,fwd,compact,sedan,grey
12987,130485,2200,2008.0,toyota,camry,good,4 cylinders,gas,154790.0,clean,automatic,fwd,full-size,sedan,black
12988,130509,1600,2004.0,honda,accord,good,4 cylinders,gas,179457.0,clean,automatic,fwd,full-size,sedan,grey
12989,130510,3000,2013.0,honda,accord,good,4 cylinders,gas,132480.0,clean,automatic,fwd,full-size,sedan,white
12993,130517,7795,2012.0,ford,focus,excellent,4 cylinders,gas,73123.0,clean,automatic,fwd,full-size,sedan,red
12994,130527,8995,2010.0,subaru,forester,like new,4 cylinders,gas,129046.0,clean,manual,4wd,mid-size,SUV,silver
12995,130558,22500,2018.0,toyota,rav4,excellent,4 cylinders,gas,36000.0,clean,automatic,4wd,mid-size,SUV,black
12997,130614,22000,2014.0,jeep,grand cherokee,excellent,8 cylinders,diesel,98000.0,clean,automatic,4wd,full-size,SUV,white
13003,130808,7495,2011.0,chevrolet,cruze,excellent,4 cylinders,gas,73123.0,clean,automatic,fwd,full-size,sedan,grey
13004,130844,13990,2010.0,gmc,sierra 1500,excellent,8 cylinders,gas,185090.0,clean,automatic,4wd,full-size,truck,black
13012,131012,0,2019.0,ford,expedition,good,6 cylinders,gas,40300.0,clean,automatic,4wd,full-size,SUV,grey
13013,131013,0,2014.0,chevrolet,express,good,8 cylinders,gas,106696.0,clean,automatic,rwd,mid-size,van,white
13014,131019,3800,2004.0,toyota,sienna,excellent,6 cylinders,gas,274000.0,clean,automatic,fwd,full-size,mini-van,white
13016,131030,0,2011.0,nissan,altima 2.5 s,good,4 cylinders,gas,119000.0,clean,automatic,fwd,full-size,sedan,blue
13022,131252,13995,2003.0,ford,mustang,excellent,8 cylinders,gas,41885.0,clean,automatic,rwd,sub-compact,convertible,silver
13024,131264,5000,2004.0,jeep,grand cherokee,excellent,8 cylinders,gas,193000.0,clean,automatic,fwd,full-size,SUV,blue
13031,131286,16500,2018.0,hyundai,sonata,like new,4 cylinders,gas,13550.0,clean,automatic,fwd,mid-size,sedan,grey
13035,131303,3800,2006.0,honda,odyssey,good,6 cylinders,gas,215000.0,clean,automatic,fwd,full-size,mini-van,grey
13036,131314,3000,2003.0,nissan,altima,excellent,4 cylinders,gas,123000.0,clean,automatic,fwd,mid-size,sedan,black
13037,131319,6999,2009.0,toyota,camry le,good,4 cylinders,gas,116000.0,clean,automatic,fwd,full-size,sedan,white
13038,131329,4999,2008.0,nissan,altima 2.5 s,good,4 cylinders,gas,163000.0,clean,automatic,fwd,full-size,sedan,black
13039,131331,3995,2008.0,ford,taurus,good,6 cylinders,gas,122000.0,clean,automatic,fwd,full-size,sedan,red
13044,131356,47900,2015.0,gmc,sierra 2500hd,excellent,8 cylinders,diesel,74566.0,clean,automatic,4wd,full-size,truck,blue
13051,131417,11886,2015.0,ford,escape,excellent,4 cylinders,gas,82635.0,clean,automatic,fwd,compact,SUV,white
13054,131448,0,2006.0,jeep,liberty,excellent,6 cylinders,gas,104631.0,clean,automatic,4wd,mid-size,SUV,silver
13058,131551,1975,2009.0,hyundai,elantra,good,4 cylinders,gas,199250.0,clean,manual,fwd,compact,sedan,white
13059,131552,18995,2017.0,subaru,forester,excellent,4 cylinders,gas,42273.0,clean,automatic,4wd,full-size,wagon,silver
13067,131607,30000,2016.0,chevrolet,silverado 2500hd,excellent,8 cylinders,gas,49950.0,clean,automatic,4wd,full-size,truck,white
13068,131622,28200,2016.0,chevrolet,silverado 1500,good,8 cylinders,gas,84300.0,clean,automatic,4wd,full-size,truck,blue
13070,131666,12000,2009.0,ford,f-150,excellent,8 cylinders,gas,250000.0,clean,automatic,4wd,full-size,truck,white
13076,131712,1800,2003.0,subaru,outback,good,4 cylinders,gas,239500.0,clean,automatic,4wd,mid-size,hatchback,green
13079,131791,12868,2017.0,jeep,patriot,excellent,4 cylinders,gas,86121.0,clean,automatic,fwd,full-size,SUV,brown
13086,131959,35000,2017.0,gmc,sierra,like new,8 cylinders,gas,45000.0,clean,automatic,4wd,full-size,truck,white
13087,131962,1999,2004.0,toyota,corolla,fair,4 cylinders,gas,299999.0,clean,automatic,fwd,mid-size,sedan,red
13088,131965,36000,2017.0,ford,f-150,excellent,8 cylinders,gas,46043.0,clean,automatic,4wd,full-size,truck,custom
13090,132083,3940,2010.0,ford,focus,good,4 cylinders,gas,145142.0,rebuilt,automatic,fwd,compact,sedan,black
13092,132096,925,2003.0,toyota,rav4,fair,4 cylinders,gas,201500.0,clean,manual,fwd,mid-size,SUV,silver
13102,132174,14600,2010.0,chevrolet,express,good,8 cylinders,gas,150778.0,clean,automatic,4wd,full-size,van,green
13137,132391,17995,2010.0,ford,f-150,excellent,8 cylinders,gas,90270.0,rebuilt,automatic,4wd,full-size,pickup,white
13142,132415,0,2005.0,ford,f-150,excellent,8 cylinders,gas,113473.0,clean,automatic,4wd,full-size,pickup,red
13143,132416,0,2012.0,ram,2500,excellent,8 cylinders,gas,85107.0,clean,automatic,rwd,full-size,pickup,white
13144,132432,11995,2013.0,ford,f-150,excellent,6 cylinders,gas,116589.0,clean,automatic,rwd,full-size,truck,red
13146,132456,4750,2009.0,subaru,outback,excellent,4 cylinders,gas,169.0,clean,automatic,4wd,mid-size,SUV,blue
13157,132588,18000,2007.0,dodge,grand caravan,good,6 cylinders,gas,33300.0,clean,automatic,fwd,full-size,mini-van,white
13158,132594,16929,2018.0,chevrolet,equinox,excellent,4 cylinders,gas,30802.0,rebuilt,automatic,4wd,mid-size,SUV,grey
13159,132595,44995,2015.0,ford,f-550,excellent,8 cylinders,diesel,34838.0,rebuilt,automatic,4wd,full-size,truck,red
13165,132695,8530,2008.0,chrysler,town & country,good,6 cylinders,gas,61310.0,clean,automatic,fwd,mid-size,van,blue
13167,132745,11995,2017.0,chevrolet,cruze lt,excellent,4 cylinders,gas,36165.0,clean,automatic,fwd,mid-size,sedan,red
13181,132970,18499,2014.0,honda,pilot,excellent,6 cylinders,gas,72759.0,clean,automatic,4wd,mid-size,SUV,white
13182,132992,8500,2013.0,nissan,altima 2.5 s,like new,4 cylinders,gas,80000.0,clean,automatic,fwd,compact,sedan,silver
13187,133052,27000,2012.0,jeep,wrangler,excellent,6 cylinders,gas,82678.0,clean,automatic,4wd,full-size,SUV,custom
13188,133055,36000,2015.0,jeep,wrangler,excellent,6 cylinders,gas,31640.0,clean,manual,4wd,full-size,SUV,white
13190,133057,14744,2016.0,chevrolet,impala,excellent,6 cylinders,gas,36821.0,clean,automatic,fwd,full-size,sedan,silver
13192,133059,13855,2017.0,ford,escape,good,4 cylinders,gas,102593.0,clean,automatic,4wd,mid-size,SUV,black
13199,133084,7800,2014.0,hyundai,elantra,good,4 cylinders,gas,76000.0,clean,automatic,fwd,mid-size,coupe,black
13200,133085,19000,2012.0,jeep,wrangler,excellent,6 cylinders,gas,160789.0,clean,automatic,4wd,full-size,SUV,black
13204,133089,9500,2014.0,jeep,patriot,excellent,4 cylinders,gas,77566.0,clean,manual,4wd,full-size,SUV,silver
13205,133092,8420,2013.0,ford,focus,excellent,4 cylinders,gas,76196.0,clean,automatic,fwd,compact,sedan,red
13207,133195,19800,2018.0,nissan,altima,excellent,4 cylinders,gas,21000.0,clean,automatic,fwd,mid-size,sedan,grey
13209,133200,7995,2011.0,chevrolet,equinox,good,4 cylinders,gas,140875.0,clean,automatic,4wd,mid-size,SUV,grey
13210,133215,21995,2005.0,ford,f-250,excellent,8 cylinders,diesel,163000.0,clean,automatic,4wd,full-size,pickup,white
13217,133247,43000,2018.0,jeep,wrangler,excellent,4 cylinders,gas,85.0,clean,automatic,4wd,full-size,SUV,grey
13218,133248,20000,2008.0,jeep,wrangler,excellent,6 cylinders,gas,117894.0,clean,automatic,4wd,full-size,SUV,silver
13219,133258,6735,2004.0,honda,pilot,good,6 cylinders,gas,114180.0,clean,automatic,4wd,mid-size,SUV,red
13226,133277,26000,2012.0,jeep,wrangler,excellent,6 cylinders,gas,89177.0,clean,automatic,4wd,full-size,SUV,custom
13227,133288,20927,2017.0,nissan,rogue,excellent,4 cylinders,gas,27329.0,clean,automatic,4wd,mid-size,wagon,silver
13228,133289,28926,2017.0,ram,1500,excellent,8 cylinders,gas,26549.0,clean,automatic,4wd,mid-size,truck,blue
13229,133292,23000,2010.0,jeep,wrangler,excellent,6 cylinders,gas,90696.0,clean,automatic,4wd,full-size,SUV,red
13230,133297,15951,2012.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,151698.0,clean,automatic,4wd,mid-size,truck,white
13231,133298,22908,2018.0,subaru,forester,excellent,4 cylinders,gas,8680.0,clean,automatic,4wd,mid-size,wagon,silver
13233,133315,4900,2006.0,honda,accord,excellent,6 cylinders,gas,186200.0,clean,automatic,rwd,compact,sedan,grey
13243,133365,6500,2006.0,chrysler,town & country,excellent,6 cylinders,gas,83000.0,clean,automatic,fwd,full-size,mini-van,silver
13247,133510,5950,2010.0,ford,escape,good,6 cylinders,gas,133000.0,clean,automatic,4wd,mid-size,SUV,black
13248,133511,3450,2002.0,jeep,liberty,good,6 cylinders,gas,125000.0,clean,automatic,4wd,mid-size,SUV,brown
13252,133589,7500,2009.0,subaru,legacy,good,4 cylinders,gas,217622.0,clean,automatic,4wd,mid-size,sedan,blue
13253,133603,15950,2013.0,ram,1500,excellent,6 cylinders,gas,154411.0,clean,automatic,4wd,full-size,truck,white
13255,133646,26956,2017.0,toyota,highlander,excellent,6 cylinders,gas,56148.0,clean,automatic,4wd,mid-size,SUV,white
13256,133649,32970,2015.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,70869.0,clean,automatic,4wd,mid-size,truck,black
13258,133654,11999,2015.0,dodge,journey,excellent,6 cylinders,gas,105702.0,clean,automatic,4wd,mid-size,SUV,grey
13259,133664,7988,2003.0,subaru,forester,good,4 cylinders,gas,121772.0,clean,automatic,4wd,compact,wagon,silver
13260,133666,8999,2012.0,jeep,patriot,excellent,4 cylinders,gas,130732.0,clean,automatic,4wd,mid-size,SUV,red
13262,133690,25995,2014.0,ram,1500,excellent,8 cylinders,gas,92123.0,clean,automatic,4wd,mid-size,truck,grey
13263,133692,36924,2018.0,toyota,tacoma,excellent,6 cylinders,gas,24938.0,clean,automatic,4wd,compact,truck,silver
13266,133703,39928,2018.0,ford,explorer,excellent,6 cylinders,gas,28308.0,clean,automatic,4wd,full-size,SUV,red
13267,133717,37968,2016.0,chevrolet,tahoe,excellent,8 cylinders,gas,68221.0,clean,automatic,4wd,full-size,SUV,silver
13270,133733,25982,2013.0,ford,f-150,excellent,8 cylinders,gas,82899.0,clean,automatic,4wd,mid-size,truck,red
13271,133803,4900,2009.0,nissan,altima,excellent,4 cylinders,gas,144563.0,clean,automatic,rwd,mid-size,sedan,white
13273,133829,31933,2019.0,buick,enclave,excellent,6 cylinders,gas,33236.0,clean,automatic,4wd,mid-size,SUV,grey
13277,133840,14936,2014.0,volkswagen,passat,excellent,4 cylinders,diesel,36705.0,clean,automatic,fwd,mid-size,sedan,grey
13278,133850,0,2016.0,ford,f-150,excellent,8 cylinders,gas,18117.0,clean,automatic,4wd,mid-size,truck,black
13279,133867,13979,2014.0,ford,fusion,excellent,4 cylinders,gas,79767.0,clean,automatic,4wd,full-size,sedan,brown
13280,133888,38937,2019.0,ford,f-250,excellent,8 cylinders,gas,37661.0,clean,automatic,4wd,full-size,truck,white
13281,133932,19946,2012.0,ford,mustang,excellent,8 cylinders,gas,46703.0,clean,automatic,rwd,sub-compact,coupe,red
13283,133978,12914,2013.0,kia,soul,excellent,4 cylinders,gas,14350.0,clean,automatic,fwd,compact,wagon,silver
13284,133979,25970,2014.0,ram,1500,excellent,8 cylinders,gas,70188.0,clean,automatic,4wd,mid-size,truck,blue
13286,134002,29960,2017.0,ford,explorer,excellent,6 cylinders,gas,60616.0,clean,automatic,4wd,full-size,SUV,black
13288,134086,15250,2005.0,chevrolet,silverado,excellent,8 cylinders,diesel,191750.0,clean,automatic,4wd,full-size,truck,white
13296,134181,51935,2018.0,cadillac,escalade,excellent,8 cylinders,gas,35441.0,clean,automatic,4wd,full-size,SUV,black
13297,134182,16911,2011.0,ford,f-150,excellent,8 cylinders,gas,111050.0,clean,automatic,4wd,mid-size,truck,black
13298,134191,0,2007.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,154500.0,clean,automatic,4wd,mid-size,truck,brown
13301,134232,3591,2004.0,ford,focus,good,4 cylinders,gas,115473.0,clean,automatic,fwd,compact,sedan,brown
13308,134274,3900,2001.0,toyota,camry,good,4 cylinders,gas,164000.0,clean,automatic,fwd,mid-size,sedan,grey
13310,134279,1500,2001.0,dodge,grand caravan,good,6 cylinders,gas,238000.0,clean,automatic,fwd,full-size,van,silver
13311,134284,2200,2008.0,ford,focus,excellent,4 cylinders,gas,210000.0,rebuilt,manual,fwd,compact,sedan,grey
13315,134311,20902,2012.0,gmc,yukon,excellent,8 cylinders,gas,102441.0,clean,automatic,4wd,compact,SUV,black
13316,134312,0,2011.0,ram,1500,excellent,8 cylinders,gas,88414.0,clean,automatic,4wd,mid-size,truck,yellow
13317,134323,2901,2005.0,jeep,liberty,excellent,6 cylinders,gas,144634.0,clean,automatic,4wd,mid-size,SUV,red
13318,134324,35911,2017.0,gmc,sierra 1500,excellent,8 cylinders,gas,11658.0,clean,automatic,4wd,mid-size,truck,black
13325,134447,28983,2015.0,gmc,sierra 1500,excellent,8 cylinders,gas,83059.0,clean,automatic,4wd,mid-size,truck,red
13328,134494,20987,2015.0,ram,1500,excellent,8 cylinders,gas,87599.0,clean,automatic,4wd,mid-size,truck,red
13330,134514,46100,2018.0,ram,3500,new,8 cylinders,gas,100.0,clean,automatic,4wd,full-size,truck,white
13331,134515,18926,2013.0,ford,f-150,excellent,8 cylinders,gas,126918.0,clean,automatic,4wd,mid-size,truck,red
13332,134517,7100,2005.0,ford,f-150,good,8 cylinders,gas,186000.0,clean,automatic,4wd,full-size,pickup,white
13335,134533,19903,2011.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,103651.0,clean,automatic,4wd,mid-size,truck,grey
13336,134542,34947,2015.0,chevrolet,camaro,excellent,8 cylinders,gas,47517.0,clean,manual,rwd,sub-compact,coupe,black
13337,134562,10500,2013.0,honda,odyssey,good,6 cylinders,gas,105000.0,clean,automatic,fwd,full-size,mini-van,white
13348,134855,35000,2005.0,ram,1500,like new,8 cylinders,gas,2901.0,clean,automatic,4wd,full-size,pickup,yellow
13349,134859,4500,2001.0,toyota,tundra,fair,8 cylinders,gas,193000.0,clean,automatic,rwd,full-size,truck,white
13350,134915,3950,2007.0,ford,expedition,excellent,8 cylinders,gas,224000.0,clean,automatic,4wd,full-size,SUV,red
13352,134954,9495,2015.0,chevrolet,cruze,excellent,4 cylinders,gas,82464.0,clean,automatic,fwd,compact,sedan,silver
13358,134997,5600,2009.0,mazda,3,good,4 cylinders,gas,168765.0,clean,automatic,fwd,compact,sedan,white
13359,134999,7900,2013.0,chevrolet,cruze,excellent,4 cylinders,gas,67779.0,clean,automatic,fwd,compact,sedan,grey
13360,135016,7800,2016.0,ford,fusion,excellent,4 cylinders,gas,135520.0,clean,automatic,fwd,mid-size,sedan,red
13366,135039,18900,2007.0,ram,3500,good,6 cylinders,diesel,111100.0,clean,automatic,rwd,full-size,truck,white
13375,135120,2500,2002.0,volkswagen,jetta,fair,4 cylinders,gas,137349.0,clean,automatic,fwd,mid-size,sedan,silver
13380,135189,4500,2004.0,chevrolet,suburban,good,8 cylinders,gas,200000.0,clean,automatic,4wd,full-size,SUV,custom
13383,135233,0,2014.0,chevrolet,impala lt,excellent,6 cylinders,gas,92758.0,clean,automatic,fwd,full-size,sedan,black
13390,135304,0,2016.0,ford,focus se,excellent,4 cylinders,gas,90000.0,clean,automatic,fwd,compact,hatchback,grey
13393,135333,8995,2014.0,ford,fusion se,excellent,4 cylinders,gas,114000.0,clean,automatic,fwd,full-size,sedan,silver
13400,135359,7988,2003.0,subaru,forester,good,4 cylinders,gas,121772.0,clean,automatic,4wd,compact,wagon,silver
13402,135377,21980,2013.0,ford,f-150,good,8 cylinders,gas,97696.0,clean,automatic,4wd,full-size,truck,silver
13404,135388,27995,2019.0,ford,mustang,excellent,4 cylinders,gas,26959.0,clean,automatic,rwd,sub-compact,coupe,grey
13409,135430,28995,2013.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,87955.0,clean,automatic,4wd,full-size,pickup,grey
13410,135432,31255,2014.0,ram,1500,excellent,8 cylinders,gas,72266.0,clean,automatic,4wd,full-size,pickup,blue
13412,135446,8995,2009.0,toyota,prius,excellent,4 cylinders,gas,116781.0,clean,automatic,fwd,compact,hatchback,green
13413,135447,6885,2007.0,mazda,3,excellent,4 cylinders,gas,109561.0,clean,automatic,fwd,mid-size,sedan,purple
13414,135448,11995,2013.0,chevrolet,equinox,excellent,4 cylinders,gas,97050.0,clean,automatic,4wd,full-size,SUV,custom
13416,135471,25995,2016.0,ram,2500,excellent,8 cylinders,gas,58088.0,clean,automatic,rwd,full-size,pickup,blue
13417,135481,11890,2007.0,toyota,4runner,good,6 cylinders,gas,170000.0,clean,automatic,4wd,mid-size,SUV,white
13418,135504,17995,2009.0,chevrolet,silverado,excellent,8 cylinders,gas,167653.0,clean,automatic,4wd,full-size,pickup,silver
13419,135508,13995,2007.0,gmc,sierra,excellent,8 cylinders,gas,135456.0,clean,automatic,4wd,full-size,pickup,custom
13420,135542,7995,2014.0,ford,focus,excellent,4 cylinders,gas,79099.0,clean,automatic,fwd,mid-size,sedan,silver
13421,135558,17995,2009.0,chevrolet,silverado,excellent,8 cylinders,gas,167653.0,clean,automatic,4wd,full-size,pickup,silver
13423,135570,11995,2015.0,dodge,journey,excellent,6 cylinders,gas,77903.0,clean,automatic,fwd,full-size,SUV,silver
